Map Projection,Map Projection,Map,Map Projection Zone,Information,Remarks,Revision,Coordinate,Projection,Projection,Proj. Param,Proj. Param,Prime,Longitude,Latitude,Scale, False, False,Latitude of,Latitude of,Latitude of False Origin,Longitude of False Origin,Easting at,Northing at,Latitude of,Longitude of,Easting at,Northing at,Azimuth of Initial Line,Scale Factor,,Proj Zone,Zone,Old Map
Gauss-Kruger zone 29,,16229,168deg East to 174deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,171,0,1.0000000,29500000,0,,,,,,,,,,,,,,20,0,P0432
Gauss-Kruger zone 30,,16230,174deg East to 180deg; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,177,0,1.0000000,30500000,0,,,,,,,,,,,,,,20,0,P0433
Gauss-Kruger zone 31,,16231,180deg to 174deg West; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-177,0,1.0000000,31500000,0,,,,,,,,,,,,,,20,0,P0434
Gauss-Kruger zone 32,,16232,174deg West to 168deg West; northern hemisphere,,Original transformation by Gauss-Kruger formula,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-171,0,1.0000000,32500000,0,,,,,,,,,,,,,,20,0,P0435
Gauss-Kruger 4N,,16304,18deg East to 24deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 4.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,21,0,1.0000000,500000,0,,,,,,,,,,,,,,15,0,P0378
Gauss-Kruger 5N,,16305,24deg East to 30deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 5.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,27,0,1.0000000,500000,0,,,,,,,,,,,,,,15,0,P0379
Gauss-Kruger 6N,,16306,30deg East to 36deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 6.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,33,0,1.0000000,500000,0,,,,,,,,,,,,,,15,0,P0380
Gauss-Kruger 7N,,16307,36deg East to 42deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 7.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,39,0,1.0000000,500000,0,,,,,,,,,,,,,,15,0,P0381
Gauss-Kruger 8N,,16308,42deg East to 48deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 8.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,45,0,1.0000000,500000,0,,,,,,,,,,,,,,15,0,P0382
Gauss-Kruger 9N,,16309,48deg East to 54deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 9.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,51,0,1.0000000,500000,0,,,,,,,,,,,,,,15,0,P0383
Gauss-Kruger 10N,,16310,54deg East to 60deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 10.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,57,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0384
Gauss-Kruger 11N,,16311,60deg East to 66deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 11.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,63,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0385
Gauss-Kruger 12N,,16312,66deg East to 72deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 12.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,69,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0386
Gauss-Kruger 13N,,16313,72deg East to 78deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 13.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,75,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0387
Gauss-Kruger 14N,,16314,78deg East to 84deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 14.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,81,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0388
Gauss-Kruger 15N,,16315,84deg East to 90deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 15.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,87,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0389
Gauss-Kruger 16N,,16316,90deg East to 96deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 16.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,93,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0390
Gauss-Kruger 17N,,16317,96deg East to 102eg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 17.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,99,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0391
Gauss-Kruger 18N,,16318,102deg East to 108deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 18.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,105,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0392
Gauss-Kruger 19N,,16319,108deg East to 114deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 19.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,111,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0393
Gauss-Kruger 20N,,16320,114deg East to 120deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 20.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,117,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0394
Gauss-Kruger 21N,,16321,120deg East to 126deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 21.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,123,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0395
Gauss-Kruger 22N,,16322,126deg East to 132deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 22.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,129,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0396
Gauss-Kruger 23N,,16323,132deg East to 138deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 23.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,135,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0397
Gauss-Kruger 24N,,16324,138deg East to 144deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 24.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,141,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0398
Gauss-Kruger 25N,,16325,144deg East to 150deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 25.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,147,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0399
Gauss-Kruger 26N,,16326,150deg East to 156deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 26.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,153,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0400
Gauss-Kruger 27N,,16327,156deg East to 162deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 27.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,159,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0401
Gauss-Kruger 28N,,16328,162deg East to 168deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 28.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,165,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0402
Gauss-Kruger 29N,,16329,168deg East to 174deg East; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 29.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,171,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0403
Gauss-Kruger 30N,,16330,174deg East to 180deg; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 30.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,177,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0404
Gauss-Kruger 31N,,16331,180deg to 174deg West; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 31.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-177,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0405
Gauss-Kruger 32N,,16332,174deg West to 168deg West; northern hemisphere,,Original transformation by Gauss-Kruger formula.       Usually used with zone prefix - see Gauss-Kruger zone 32.,02-Jun-95,Transverse Mercator,9001,metre,9101,degree,Greenwich,-171,0,1.0000000,500000,0,,,,,,,,,,,,,,16,0,P0406
